Con,Contp,Reg,Dat,Agtp,Stage,Loc1ISO,StDef,StGen,StCon,Dev,NatRes,Bus,LaRef,SsrPol,GCh,GRa,GeWom,GeMe,HrGen,EqGen,HrDem,HrFra,HrCp,HrSec,HrNi,Med,HrCit,Prot,Pol,Cons,Ele,Pubad,Polps,Terps,Eps,JusCr,JusJu,TjNR,Religion
Mali/Azawad,Government/territory,Africa (excl MENA),2015-06-05,Intra,Pre,MLI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Mali/Azawad,Government/territory,Africa (excl MENA),2015-06-05,Intra,Cea,MLI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mali/Azawad,Inter-group,Africa (excl MENA),2014-08-28,Intra,Pre,MLI,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mali/Azawad,Inter-group,Africa (excl MENA),2014-08-27,Intra,Pre,MLI,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Mali/Azawad,Inter-group,Africa (excl MENA),2014-08-27,Intra,Pre,MLI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mali/Azawad,Government,Africa (excl MENA),2014-07-24,Intra,Pre,MLI,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0
Mali/Azawad,Government/territory,Africa (excl MENA),2014-06-16,Intra,Pre,MLI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mali/Azawad,Government/territory,Africa (excl MENA),2014-06-16,Intra,Pre,MLI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mali/Azawad,Inter-group,Africa (excl MENA),2014-06-14,Intra,Pre,MLI,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Mali/Azawad,Inter-group,Africa (excl MENA),2014-06-09,Intra,Pre,MLI,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mali/Azawad,Government/territory,Africa (excl MENA),2014-05-23,Intra,Cea,MLI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali/Azawad,Government/territory,Africa (excl MENA),2013-06-18,Intra,SubPar,MLI,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,2,1
Mali/Azawad,Inter-group,Africa (excl MENA),2013-06-18,Intra,Imp,MLI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mali/Azawad,Government/territory,Africa (excl MENA),2012-04-06,Intra,SubPar,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0
Mali/Azawad,Government/territory,Africa (excl MENA),2006-07-04,Intra,SubPar,MLI,1,1,0,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
Mali/Azawad,Government/territory,Africa (excl MENA),1992-04-11,Intra,SubComp,MLI,1,1,0,3,1,3,0,2,1,0,1,0,1,2,0,1,0,0,0,2,0,1,0,0,2,2,0,3,0,0,0,2,1
Mali/Azawad,Government/territory,Africa (excl MENA),1991-01-06,Intra,Cea,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali/Mopti,Inter-group,Africa (excl MENA),2018-08-28,IntraLocal,SubComp,MLI,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Mexico,Government/territory,Americas,1996-02-16,Intra,SubPar,MEX,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,3,1,0,2,0,0,0,3,0,0,1,1,0,0
Mexico,Government/territory,Americas,1996-02-16,Intra,SubPar,MEX,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,1,1,1,3,1,0,3,3,1,1,0,0,1
Mexico,Government/territory,Americas,1996-02-16,Intra,SubPar,MEX,1,1,0,2,1,2,0,0,2,0,1,0,1,3,1,3,1,1,0,0,1,0,1,3,0,0,3,2,0,0,0,0,1
Mexico,Government/territory,Americas,1996-02-16,Intra,SubPar,MEX,1,1,0,2,1,0,0,0,2,0,1,0,1,3,0,3,0,1,0,3,0,3,1,3,1,0,1,0,2,1,1,0,1
Mexico,Government/territory,Americas,1996-02-16,Intra,Imp,MEX,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,Government/territory,Americas,1995-09-11,Intra,Pre,MEX,1,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
Moldova/Russia/(Transdniestria),Government/territory,Europe and Eurasia,1997-05-08,InterIntra,Pre,MDA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova/Russia/(Transdniestria),Government/territory,Europe and Eurasia,1994-10-21,InterIntra,SubPar,MDA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Moldova/Russia/(Transdniestria),Government/territory,Europe and Eurasia,1994-10-21,InterIntra,SubPar,MDA,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Moldova/Russia/(Transdniestria),Government/territory,Europe and Eurasia,1992-07-21,InterIntra,Cea,MDA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova/Transdniestria,Government/territory,Europe and Eurasia,2017-11-17,Intra,SubPar,MDA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova/Transdniestria,Government/territory,Europe and Eurasia,1997-05-08,Intra,SubPar,MDA,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Morocco/Western Sahara,Government/territory,Middle East and North Africa,2010-11-09,Intra,Pre,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,2008-03-18,Intra,Pre,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,2008-01-09,Intra,Pre,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,2007-08-11,Intra,Ren,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,2007-06-19,Intra,Ren,MAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/(Western Sahara),Government/territory,Middle East and North Africa,2004-04-29,InterIntra,Ren,MAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,1997-09-16,Intra,SubPar,MAR,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Morocco/Western Sahara,Government/territory,Middle East and North Africa,1997-08-29,Intra,SubPar,MAR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/Western Sahara,Government/territory,Middle East and North Africa,1997-07-19,Intra,SubPar,MAR,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/(Western Sahara),Government/territory,Middle East and North Africa,1991-04-29,InterIntra,Imp,MAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco/(Western Sahara),Government/territory,Middle East and North Africa,1990-06-18,InterIntra,Imp,MAR,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1
Mozambique,Government,Africa (excl MENA),2015-06-23,Intra,Imp,MOZ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mozambique,Government,Africa (excl MENA),2014-08-25,Intra,Imp,MOZ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mozambique,Government,Africa (excl MENA),2014-08-24,Intra,Cea,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),2014-08-12,Intra,SubPar,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1992-10-04,Intra,SubComp,MOZ,1,1,0,1,0,0,0,3,0,2,0,0,1,3,3,3,1,0,2,2,2,1,0,0,3,1,3,0,0,0,0,1,1
Mozambique,Government,Africa (excl MENA),1992-08-07,Intra,Pre,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0
Mozambique,Government,Africa (excl MENA),1992-07-16,Intra,Pre,MOZ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1992-03-12,Intra,SubPar,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1991-11-13,Intra,SubPar,MOZ,1,1,0,0,0,0,0,0,0,2,0,0,1,2,3,3,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
Mozambique,Government,Africa (excl MENA),1991-10-18,Intra,Imp,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1991-05-28,Intra,Pre,MOZ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1990-12-01,Intra,Cea,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Government,Africa (excl MENA),1990-07-10,Intra,Pre,MOZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2015-11-18,Intra,Cea,MMR,1,0,1,2,0,0,1,0,2,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Myanmar,Government/territory,Asia and Pacific,2015-10-15,Intra,Cea,MMR,1,1,1,3,0,2,1,0,2,3,1,0,1,1,2,0,1,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,1
Myanmar,Government/territory,Asia and Pacific,2015-10-15,Intra,Pre,MMR,1,1,1,2,1,0,1,0,0,3,1,0,1,1,3,0,1,0,0,0,1,1,1,1,1,1,0,2,0,1,1,1,1
Myanmar,Government/territory,Asia and Pacific,2015-10-15,Intra,Cea,MMR,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Myanmar,Government/territory,Asia and Pacific,2015-06-26,Intra,SubPar,MMR,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0,1,0,0,3,2,0,0,0,1,1,0,0,0,1,0,1,1
Myanmar,Government/territory,Asia and Pacific,2015-02-12,Intra,Pre,MMR,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2013-11-02,Intra,Cea,MMR,1,1,1,1,1,1,1,0,0,2,0,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Myanmar,Government/territory,Asia and Pacific,2013-08-10,Intra,Pre,MMR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2013-06-20,Intra,Cea,MMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Myanmar,Government/territory,Asia and Pacific,2013-05-30,Intra,Cea,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2013-03-23,Intra,Cea,MMR,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-12-26,Intra,Cea,MMR,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-12-09,Intra,SubPar,MMR,1,1,0,2,1,3,1,0,0,3,1,0,1,1,1,2,1,1,3,3,0,0,0,0,0,1,0,1,0,0,0,1,1
Myanmar,Government/territory,Asia and Pacific,2012-10-28,Intra,SubPar,MMR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-08-25,Intra,Cea,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-05-19,Intra,Cea,MMR,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Myanmar,Government/territory,Asia and Pacific,2012-05-07,Intra,Cea,MMR,1,1,0,2,0,0,0,1,0,1,0,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Myanmar,Government/territory,Asia and Pacific,2012-04-09,Intra,Cea,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-04-07,Intra,Cea,MMR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-04-05,Intra,Cea,MMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-02-25,Intra,Cea,MMR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-02-07,Intra,Pre,MMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-02-01,Intra,Cea,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-01-28,Intra,Pre,MMR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-01-28,Intra,Cea,MMR,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-01-16,Intra,Cea,MMR,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2012-01-13,Intra,Cea,MMR,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2012-01-06,Intra,SubPar,MMR,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Myanmar,Government/territory,Asia and Pacific,2011-12-29,Intra,Pre,MMR,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-12-27,Intra,Pre,MMR,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-12-26,Intra,Pre,MMR,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-12-11,Intra,Cea,MMR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-12-02,Intra,Cea,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-11-03,Intra,Cea,MMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,Asia and Pacific,2011-09-07,Intra,Cea,MMR,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Namibia/South Africa,Territory,Africa (excl MENA),1994-02-28,InterIntra,SubPar,NAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia/South Africa,Territory,Africa (excl MENA),1992-11-09,InterIntra,SubPar,NAM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Namibia/South Africa,Territory,Africa (excl MENA),1992-03-26,InterIntra,SubPar,NAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Namibia/South Africa,Territory,Africa (excl MENA),1991-05-17,InterIntra,Pre,NAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2015-09-20,Intra,SubComp,NPL,1,1,1,3,1,3,1,3,3,3,1,1,1,3,3,3,1,1,3,3,3,3,2,3,3,3,3,3,3,1,1,1,1
Nepal,Government,Asia and Pacific,2015-06-08,Intra,Imp,NPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,3,0,0,1,0,0
Nepal,Government,Asia and Pacific,2011-11-01,Intra,Imp,NPL,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0
Nepal,Government,Asia and Pacific,2010-09-13,Intra,Imp,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2010-05-28,Intra,Pre,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2010-05-07,Intra,Cea,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2010-02-21,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-11-12,Intra,Imp,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-06-21,Intra,Imp,NPL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-04-12,Intra,Imp,NPL,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-04-11,Intra,SubPar,NPL,1,1,1,3,1,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
Nepal,Government,Asia and Pacific,2009-03-24,Intra,Imp,NPL,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-03-20,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-03-16,Intra,Pre,NPL,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
Nepal,Government,Asia and Pacific,2009-03-14,Intra,SubPar,NPL,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
Nepal,Government,Asia and Pacific,2009-01-18,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2009-01-10,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-12-31,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-12-26,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-12-11,Intra,Cea,NPL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-09-05,Intra,SubPar,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-06-25,Intra,SubPar,NPL,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,2,0,0,0,1,2,0
Nepal,Government,Asia and Pacific,2008-04-01,Intra,SubPar,NPL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-03-19,Intra,SubPar,NPL,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
Nepal,Government,Asia and Pacific,2008-03-02,Intra,SubPar,NPL,1,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1
Nepal,Government,Asia and Pacific,2008-02-28,Intra,SubPar,NPL,1,0,1,0,0,0,0,0,0,3,1,0,1,1,3,0,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0
Nepal,Government,Asia and Pacific,2007-12-23,Intra,SubPar,NPL,1,0,1,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,2,0
Nepal,Government,Asia and Pacific,2007-10-15,Intra,Imp,NPL,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2007-09-13,Intra,SubPar,NPL,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2007-08-07,Intra,SubPar,NPL,1,0,1,1,0,0,0,0,0,3,1,0,0,0,2,3,0,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,1
Nepal,Government,Asia and Pacific,2007-07-30,Intra,SubPar,NPL,1,1,1,1,0,2,1,0,1,3,1,0,1,1,1,3,0,0,0,2,1,0,1,3,1,1,1,2,0,1,0,0,1
Nepal,Government,Asia and Pacific,2007-01-15,Intra,SubComp,NPL,1,1,1,3,1,3,1,2,3,3,1,1,1,3,3,3,1,1,1,3,3,3,2,3,3,1,3,3,0,1,1,2,1
Nepal,Government,Asia and Pacific,2006-12-08,Intra,Imp,NPL,1,1,0,3,0,0,1,2,2,0,1,0,1,0,2,2,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0
Nepal,Government,Asia and Pacific,2006-11-30,Intra,Cea,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2006-11-22,Intra,Pre,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0
Nepal,Government,Asia and Pacific,2006-11-21,Intra,SubComp,NPL,1,1,1,2,1,2,1,2,2,2,1,0,1,1,3,1,1,1,1,2,2,3,2,3,2,1,0,0,0,1,1,2,1
